"AF3","AF3 Mean","AF3 Std","AF3 Max","AF3 Min","F7","F7 Mean","F7 Std","F7 Max","F7 Min","F3","F3 Mean","F3 Std","F3 Max","F3 Min","FC5","FC5 Mean","FC5 Std","FC5 Max","FC5 Min","T7","T7 Mean","T7 Std","T7 Max","T7 Min","P7","P7 Mean","P7 Std","P7 Max","P7 Min","O1","O1 Mean","O1 Std","O1 Max","O1 Min","O2","O2 Mean","O2 Std","O2 Max","O2 Min","P8","P8 Mean","P8 Std","P8 Max","P8 Min","T8","T8 Mean","T8 Std","T8 Max","T8 Min","FC6","FC6 Mean","FC6 Std","FC6 Max","FC6 Min","F4","F4 Mean","F4 Std","F4 Max","F4 Min","F8","F8 Mean","F8 Std","F8 Max","F8 Min","AF4","AF4 Mean","AF4 Std","AF4 Max","AF4 Min","eyeDetection"
4257.44,4298.14,32.38,4466.15,4198.97,4041.03,4007.2,27.22,4154.36,3913.33,4252.31,4261.66,16.22,4349.23,4197.44,4137.44,4120.18,16.9,4191.79,4067.18,4383.59,4339.67,11.99,4397.95,4308.72,4645.64,4618.17,12.92,4672.31,4566.15,4091.79,4070.98,17.71,4138.97,4026.15,4631.79,4614.06,14.4,4672.82,4567.18,4211.79,4199.64,13.81,4255.9,4147.69,4225.64,4229.29,15.01,4288.21,4170.26,4192.31,4199.73,18.34,4271.28,4125.13,4264.1,4276.87,15.09,4332.31,4216.41,4591.79,4603.12,25.54,4716.41,4490.77,4298.97,4358.07,31.88,4491.28,4236.41,0
4249.74,4298.14,32.38,4466.15,4198.97,4036.92,4007.2,27.22,4154.36,3913.33,4247.18,4261.66,16.22,4349.23,4197.44,4135.9,4120.18,16.9,4191.79,4067.18,4377.95,4339.67,11.99,4397.95,4308.72,4646.15,4618.17,12.92,4672.31,4566.15,4091.79,4070.98,17.71,4138.97,4026.15,4625.64,4614.06,14.4,4672.82,4567.18,4203.08,4199.64,13.81,4255.9,4147.69,4222.56,4229.29,15.01,4288.21,4170.26,4189.23,4199.73,18.34,4271.28,4125.13,4257.95,4276.87,15.09,4332.31,4216.41,4589.23,4603.12,25.54,4716.41,4490.77,4298.97,4358.07,31.88,4491.28,4236.41,0
4249.74,4298.14,32.38,4466.15,4198.97,4035.9,4007.2,27.22,4154.36,3913.33,4247.69,4261.66,16.22,4349.23,4197.44,4134.36,4120.18,16.9,4191.79,4067.18,4378.97,4339.67,11.99,4397.95,4308.72,4646.15,4618.17,12.92,4672.31,4566.15,4089.74,4070.98,17.71,4138.97,4026.15,4622.56,4614.06,14.4,4672.82,4567.18,4199.49,4199.64,13.81,4255.9,4147.69,4223.59,4229.29,15.01,4288.21,4170.26,4191.28,4199.73,18.34,4271.28,4125.13,4257.95,4276.87,15.09,4332.31,4216.41,4589.74,4603.12,25.54,4716.41,4490.77,4303.08,4358.07,31.88,4491.28,4236.41,0
4257.95,4298.14,32.38,4466.15,4198.97,4036.92,4007.2,27.22,4154.36,3913.33,4249.74,4261.66,16.22,4349.23,4197.44,4131.28,4120.18,16.9,4191.79,4067.18,4381.03,4339.67,11.99,4397.95,4308.72,4648.21,4618.17,12.92,4672.31,4566.15,4086.15,4070.98,17.71,4138.97,4026.15,4625.64,4614.06,14.4,4672.82,4567.18,4205.64,4199.64,13.81,4255.9,4147.69,4222.56,4229.29,15.01,4288.21,4170.26,4193.33,4199.73,18.34,4271.28,4125.13,4262.56,4276.87,15.09,4332.31,4216.41,4593.33,4603.12,25.54,4716.41,4490.77,4307.69,4358.07,31.88,4491.28,4236.41,0
4260.51,4298.14,32.38,4466.15,4198.97,4038.97,4007.2,27.22,4154.36,3913.33,4257.95,4261.66,16.22,4349.23,4197.44,4130.26,4120.18,16.9,4191.79,4067.18,4378.97,4339.67,11.99,4397.95,4308.72,4648.72,4618.17,12.92,4672.31,4566.15,4086.67,4070.98,17.71,4138.97,4026.15,4629.74,4614.06,14.4,4672.82,4567.18,4209.23,4199.64,13.81,4255.9,4147.69,4223.59,4229.29,15.01,4288.21,4170.26,4194.36,4199.73,18.34,4271.28,4125.13,4268.21,4276.87,15.09,4332.31,4216.41,4596.41,4603.12,25.54,4716.41,4490.77,4314.87,4358.07,31.88,4491.28,4236.41,0
4261.54,4298.14,32.38,4466.15,4198.97,4038.97,4007.2,27.22,4154.36,3913.33,4264.62,4261.66,16.22,4349.23,4197.44,4135.9,4120.18,16.9,4191.79,4067.18,4378.46,4339.67,11.99,4397.95,4308.72,4640.51,4618.17,12.92,4672.31,4566.15,4087.69,4070.98,17.71,4138.97,4026.15,4624.1,4614.06,14.4,4672.82,4567.18,4202.05,4199.64,13.81,4255.9,4147.69,4231.28,4229.29,15.01,4288.21,4170.26,4197.95,4199.73,18.34,4271.28,4125.13,4266.67,4276.87,15.09,4332.31,4216.41,4598.97,4603.12,25.54,4716.41,4490.77,4318.46,4358.07,31.88,4491.28,4236.41,0
4264.1,4298.14,32.38,4466.15,4198.97,4040.51,4007.2,27.22,4154.36,3913.33,4263.08,4261.66,16.22,4349.23,4197.44,4138.46,4120.18,16.9,4191.79,4067.18,4380.0,4339.67,11.99,4397.95,4308.72,4641.03,4618.17,12.92,4672.31,4566.15,4088.72,4070.98,17.71,4138.97,4026.15,4622.05,4614.06,14.4,4672.82,4567.18,4202.05,4199.64,13.81,4255.9,4147.69,4229.23,4229.29,15.01,4288.21,4170.26,4199.49,4199.73,18.34,4271.28,4125.13,4268.72,4276.87,15.09,4332.31,4216.41,4598.97,4603.12,25.54,4716.41,4490.77,4317.44,4358.07,31.88,4491.28,4236.41,0
4262.05,4298.14,32.38,4466.15,4198.97,4043.59,4007.2,27.22,4154.36,3913.33,4264.1,4261.66,16.22,4349.23,4197.44,4136.41,4120.18,16.9,4191.79,4067.18,4383.08,4339.67,11.99,4397.95,4308.72,4652.82,4618.17,12.92,4672.31,4566.15,4095.38,4070.98,17.71,4138.97,4026.15,4633.85,4614.06,14.4,4672.82,4567.18,4214.87,4199.64,13.81,4255.9,4147.69,4227.18,4229.29,15.01,4288.21,4170.26,4200.51,4199.73,18.34,4271.28,4125.13,4275.38,4276.87,15.09,4332.31,4216.41,4597.95,4603.12,25.54,4716.41,4490.77,4316.41,4358.07,31.88,4491.28,4236.41,0
4262.56,4298.14,32.38,4466.15,4198.97,4042.56,4007.2,27.22,4154.36,3913.33,4266.15,4261.66,16.22,4349.23,4197.44,4137.95,4120.18,16.9,4191.79,4067.18,4382.05,4339.67,11.99,4397.95,4308.72,4653.33,4618.17,12.92,4672.31,4566.15,4095.38,4070.98,17.71,4138.97,4026.15,4638.97,4614.06,14.4,4672.82,4567.18,4214.36,4199.64,13.81,4255.9,4147.69,4234.87,4229.29,15.01,4288.21,4170.26,4203.08,4199.73,18.34,4271.28,4125.13,4274.36,4276.87,15.09,4332.31,4216.41,4600.0,4603.12,25.54,4716.41,4490.77,4320.51,4358.07,31.88,4491.28,4236.41,0
4267.18,4298.14,32.38,4466.15,4198.97,4040.51,4007.2,27.22,4154.36,3913.33,4264.1,4261.66,16.22,4349.23,4197.44,4136.92,4120.18,16.9,4191.79,4067.18,4376.41,4339.67,11.99,4397.95,4308.72,4643.59,4618.17,12.92,4672.31,4566.15,4088.21,4070.98,17.71,4138.97,4026.15,4631.28,4614.06,14.4,4672.82,4567.18,4204.1,4199.64,13.81,4255.9,4147.69,4234.36,4229.29,15.01,4288.21,4170.26,4201.03,4199.73,18.34,4271.28,4125.13,4268.21,4276.87,15.09,4332.31,4216.41,4605.13,4603.12,25.54,4716.41,4490.77,4324.1,4358.07,31.88,4491.28,4236.41,0
4264.62,4298.14,32.38,4466.15,4198.97,4039.49,4007.2,27.22,4154.36,3913.33,4265.64,4261.66,16.22,4349.23,4197.44,4134.87,4120.18,16.9,4191.79,4067.18,4373.33,4339.67,11.99,4397.95,4308.72,4642.56,4618.17,12.92,4672.31,4566.15,4087.18,4070.98,17.71,4138.97,4026.15,4627.69,4614.06,14.4,4672.82,4567.18,4206.15,4199.64,13.81,4255.9,4147.69,4229.74,4229.29,15.01,4288.21,4170.26,4195.9,4199.73,18.34,4271.28,4125.13,4267.18,4276.87,15.09,4332.31,4216.41,4596.92,4603.12,25.54,4716.41,4490.77,4315.9,4358.07,31.88,4491.28,4236.41,0
4257.95,4298.14,32.38,4466.15,4198.97,4034.36,4007.2,27.22,4154.36,3913.33,4265.64,4261.66,16.22,4349.23,4197.44,4137.44,4120.18,16.9,4191.79,4067.18,4375.38,4339.67,11.99,4397.95,4308.72,4647.18,4618.17,12.92,4672.31,4566.15,4088.72,4070.98,17.71,4138.97,4026.15,4629.74,4614.06,14.4,4672.82,4567.18,4211.79,4199.64,13.81,4255.9,4147.69,4228.72,4229.29,15.01,4288.21,4170.26,4191.79,4199.73,18.34,4271.28,4125.13,4269.23,4276.87,15.09,4332.31,4216.41,4581.54,4603.12,25.54,4716.41,4490.77,4307.18,4358.07,31.88,4491.28,4236.41,0
4256.92,4298.14,32.38,4466.15,4198.97,4031.79,4007.2,27.22,4154.36,3913.33,4258.46,4261.66,16.22,4349.23,4197.44,4133.85,4120.18,16.9,4191.79,4067.18,4375.38,4339.67,11.99,4397.95,4308.72,4647.69,4618.17,12.92,4672.31,4566.15,4088.21,4070.98,17.71,4138.97,4026.15,4630.26,4614.06,14.4,4672.82,4567.18,4208.72,4199.64,13.81,4255.9,4147.69,4228.21,4229.29,15.01,4288.21,4170.26,4192.82,4199.73,18.34,4271.28,4125.13,4265.64,4276.87,15.09,4332.31,4216.41,4591.28,4603.12,25.54,4716.41,4490.77,4318.46,4358.07,31.88,4491.28,4236.41,0
4256.41,4298.14,32.38,4466.15,4198.97,4029.23,4007.2,27.22,4154.36,3913.33,4256.92,4261.66,16.22,4349.23,4197.44,4124.62,4120.18,16.9,4191.79,4067.18,4370.77,4339.67,11.99,4397.95,4308.72,4647.18,4618.17,12.92,4672.31,4566.15,4090.77,4070.98,17.71,4138.97,4026.15,4635.38,4614.06,14.4,4672.82,4567.18,4211.79,4199.64,13.81,4255.9,4147.69,4232.31,4229.29,15.01,4288.21,4170.26,4202.05,4199.73,18.34,4271.28,4125.13,4266.67,4276.87,15.09,4332.31,4216.41,4616.41,4603.12,25.54,4716.41,4490.77,4331.28,4358.07,31.88,4491.28,4236.41,0
4254.36,4298.14,32.38,4466.15,4198.97,4021.03,4007.2,27.22,4154.36,3913.33,4262.05,4261.66,16.22,4349.23,4197.44,4124.62,4120.18,16.9,4191.79,4067.18,4370.77,4339.67,11.99,4397.95,4308.72,4647.69,4618.17,12.92,4672.31,4566.15,4093.33,4070.98,17.71,4138.97,4026.15,4636.92,4614.06,14.4,4672.82,4567.18,4213.33,4199.64,13.81,4255.9,4147.69,4233.85,4229.29,15.01,4288.21,4170.26,4207.69,4199.73,18.34,4271.28,4125.13,4273.33,4276.87,15.09,4332.31,4216.41,4618.46,4603.12,25.54,4716.41,4490.77,4329.74,4358.07,31.88,4491.28,4236.41,0
4260.51,4298.14,32.38,4466.15,4198.97,4023.59,4007.2,27.22,4154.36,3913.33,4265.64,4261.66,16.22,4349.23,4197.44,4134.36,4120.18,16.9,4191.79,4067.18,4375.38,4339.67,11.99,4397.95,4308.72,4645.13,4618.17,12.92,4672.31,4566.15,4091.28,4070.98,17.71,4138.97,4026.15,4624.62,4614.06,14.4,4672.82,4567.18,4202.56,4199.64,13.81,4255.9,4147.69,4229.74,4229.29,15.01,4288.21,4170.26,4203.08,4199.73,18.34,4271.28,4125.13,4272.82,4276.87,15.09,4332.31,4216.41,4610.26,4603.12,25.54,4716.41,4490.77,4329.74,4358.07,31.88,4491.28,4236.41,0
4268.21,4298.14,32.38,4466.15,4198.97,4035.38,4007.2,27.22,4154.36,3913.33,4265.64,4261.66,16.22,4349.23,4197.44,4138.46,4120.18,16.9,4191.79,4067.18,4376.92,4339.67,11.99,4397.95,4308.72,4643.08,4618.17,12.92,4672.31,4566.15,4088.21,4070.98,17.71,4138.97,4026.15,4615.38,4614.06,14.4,4672.82,4567.18,4202.05,4199.64,13.81,4255.9,4147.69,4230.26,4229.29,15.01,4288.21,4170.26,4205.64,4199.73,18.34,4271.28,4125.13,4272.31,4276.87,15.09,4332.31,4216.41,4614.87,4603.12,25.54,4716.41,4490.77,4333.33,4358.07,31.88,4491.28,4236.41,0
4265.13,4298.14,32.38,4466.15,4198.97,4033.85,4007.2,27.22,4154.36,3913.33,4264.1,4261.66,16.22,4349.23,4197.44,4136.92,4120.18,16.9,4191.79,4067.18,4375.38,4339.67,11.99,4397.95,4308.72,4645.13,4618.17,12.92,4672.31,4566.15,4084.1,4070.98,17.71,4138.97,4026.15,4622.56,4614.06,14.4,4672.82,4567.18,4207.69,4199.64,13.81,4255.9,4147.69,4231.79,4229.29,15.01,4288.21,4170.26,4211.28,4199.73,18.34,4271.28,4125.13,4273.85,4276.87,15.09,4332.31,4216.41,4617.44,4603.12,25.54,4716.41,4490.77,4327.69,4358.07,31.88,4491.28,4236.41,0
4262.56,4298.14,32.38,4466.15,4198.97,4027.18,4007.2,27.22,4154.36,3913.33,4265.13,4261.66,16.22,4349.23,4197.44,4137.44,4120.18,16.9,4191.79,4067.18,4378.46,4339.67,11.99,4397.95,4308.72,4649.23,4618.17,12.92,4672.31,4566.15,4085.64,4070.98,17.71,4138.97,4026.15,4628.21,4614.06,14.4,4672.82,4567.18,4205.13,4199.64,13.81,4255.9,4147.69,4231.28,4229.29,15.01,4288.21,4170.26,4208.72,4199.73,18.34,4271.28,4125.13,4274.87,4276.87,15.09,4332.31,4216.41,4611.28,4603.12,25.54,4716.41,4490.77,4325.64,4358.07,31.88,4491.28,4236.41,0
4265.64,4298.14,32.38,4466.15,4198.97,4027.69,4007.2,27.22,4154.36,3913.33,4266.67,4261.66,16.22,4349.23,4197.44,4137.44,4120.18,16.9,4191.79,4067.18,4377.44,4339.67,11.99,4397.95,4308.72,4648.72,4618.17,12.92,4672.31,4566.15,4091.79,4070.98,17.71,4138.97,4026.15,4627.69,4614.06,14.4,4672.82,4567.18,4209.23,4199.64,13.81,4255.9,4147.69,4236.92,4229.29,15.01,4288.21,4170.26,4208.21,4199.73,18.34,4271.28,4125.13,4274.87,4276.87,15.09,4332.31,4216.41,4610.77,4603.12,25.54,4716.41,4490.77,4329.74,4358.07,31.88,4491.28,4236.41,0
4263.59,4298.14,32.38,4466.15,4198.97,4024.62,4007.2,27.22,4154.36,3913.33,4264.62,4261.66,16.22,4349.23,4197.44,4134.87,4120.18,16.9,4191.79,4067.18,4372.82,4339.67,11.99,4397.95,4308.72,4647.18,4618.17,12.92,4672.31,4566.15,4094.36,4070.98,17.71,4138.97,4026.15,4634.36,4614.06,14.4,4672.82,4567.18,4220.0,4199.64,13.81,4255.9,4147.69,4239.49,4229.29,15.01,4288.21,4170.26,4211.28,4199.73,18.34,4271.28,4125.13,4276.41,4276.87,15.09,4332.31,4216.41,4612.82,4603.12,25.54,4716.41,4490.77,4331.79,4358.07,31.88,4491.28,4236.41,0
4264.62,4298.14,32.38,4466.15,4198.97,4023.08,4007.2,27.22,4154.36,3913.33,4265.13,4261.66,16.22,4349.23,4197.44,4133.85,4120.18,16.9,4191.79,4067.18,4373.85,4339.67,11.99,4397.95,4308.72,4648.72,4618.17,12.92,4672.31,4566.15,4094.87,4070.98,17.71,4138.97,4026.15,4640.0,4614.06,14.4,4672.82,4567.18,4215.38,4199.64,13.81,4255.9,4147.69,4233.33,4229.29,15.01,4288.21,4170.26,4209.74,4199.73,18.34,4271.28,4125.13,4278.97,4276.87,15.09,4332.31,4216.41,4613.85,4603.12,25.54,4716.41,4490.77,4332.31,4358.07,31.88,4491.28,4236.41,0
4271.79,4298.14,32.38,4466.15,4198.97,4026.15,4007.2,27.22,4154.36,3913.33,4273.85,4261.66,16.22,4349.23,4197.44,4134.87,4120.18,16.9,4191.79,4067.18,4374.36,4339.67,11.99,4397.95,4308.72,4648.72,4618.17,12.92,4672.31,4566.15,4098.97,4070.98,17.71,4138.97,4026.15,4644.1,4614.06,14.4,4672.82,4567.18,4220.0,4199.64,13.81,4255.9,4147.69,4234.36,4229.29,15.01,4288.21,4170.26,4209.23,4199.73,18.34,4271.28,4125.13,4282.05,4276.87,15.09,4332.31,4216.41,4616.41,4603.12,25.54,4716.41,4490.77,4335.38,4358.07,31.88,4491.28,4236.41,0
4278.46,4298.14,32.38,4466.15,4198.97,4026.67,4007.2,27.22,4154.36,3913.33,4279.49,4261.66,16.22,4349.23,4197.44,4135.9,4120.18,16.9,4191.79,4067.18,4373.85,4339.67,11.99,4397.95,4308.72,4646.67,4618.17,12.92,4672.31,4566.15,4098.46,4070.98,17.71,4138.97,4026.15,4652.31,4614.06,14.4,4672.82,4567.18,4235.38,4199.64,13.81,4255.9,4147.69,4246.15,4229.29,15.01,4288.21,4170.26,4216.41,4199.73,18.34,4271.28,4125.13,4287.18,4276.87,15.09,4332.31,4216.41,4620.51,4603.12,25.54,4716.41,4490.77,4344.1,4358.07,31.88,4491.28,4236.41,0
4278.97,4298.14,32.38,4466.15,4198.97,4027.69,4007.2,27.22,4154.36,3913.33,4277.95,4261.66,16.22,4349.23,4197.44,4137.44,4120.18,16.9,4191.79,4067.18,4375.9,4339.67,11.99,4397.95,4308.72,4646.15,4618.17,12.92,4672.31,4566.15,4095.9,4070.98,17.71,4138.97,4026.15,4646.15,4614.06,14.4,4672.82,4567.18,4224.62,4199.64,13.81,4255.9,4147.69,4252.82,4229.29,15.01,4288.21,4170.26,4223.59,4199.73,18.34,4271.28,4125.13,4290.26,4276.87,15.09,4332.31,4216.41,4624.62,4603.12,25.54,4716.41,4490.77,4352.31,4358.07,31.88,4491.28,4236.41,0
4278.46,4298.14,32.38,4466.15,4198.97,4031.79,4007.2,27.22,4154.36,3913.33,4279.49,4261.66,16.22,4349.23,4197.44,4139.49,4120.18,16.9,4191.79,4067.18,4377.44,4339.67,11.99,4397.95,4308.72,4646.67,4618.17,12.92,4672.31,4566.15,4095.9,4070.98,17.71,4138.97,4026.15,4635.38,4614.06,14.4,4672.82,4567.18,4210.26,4199.64,13.81,4255.9,4147.69,4250.77,4229.29,15.01,4288.21,4170.26,4225.13,4199.73,18.34,4271.28,4125.13,4288.72,4276.87,15.09,4332.31,4216.41,4628.21,4603.12,25.54,4716.41,4490.77,4352.82,4358.07,31.88,4491.28,4236.41,0
4279.49,4298.14,32.38,4466.15,4198.97,4034.36,4007.2,27.22,4154.36,3913.33,4279.49,4261.66,16.22,4349.23,4197.44,4141.03,4120.18,16.9,4191.79,4067.18,4377.95,4339.67,11.99,4397.95,4308.72,4648.21,4618.17,12.92,4672.31,4566.15,4092.31,4070.98,17.71,4138.97,4026.15,4639.49,4614.06,14.4,4672.82,4567.18,4218.97,4199.64,13.81,4255.9,4147.69,4250.77,4229.29,15.01,4288.21,4170.26,4225.13,4199.73,18.34,4271.28,4125.13,4284.1,4276.87,15.09,4332.31,4216.41,4632.31,4603.12,25.54,4716.41,4490.77,4349.74,4358.07,31.88,4491.28,4236.41,0
4279.49,4298.14,32.38,4466.15,4198.97,4031.28,4007.2,27.22,4154.36,3913.33,4272.31,4261.66,16.22,4349.23,4197.44,4139.49,4120.18,16.9,4191.79,4067.18,4378.97,4339.67,11.99,4397.95,4308.72,4649.23,4618.17,12.92,4672.31,4566.15,4091.79,4070.98,17.71,4138.97,4026.15,4647.18,4614.06,14.4,4672.82,4567.18,4224.1,4199.64,13.81,4255.9,4147.69,4249.23,4229.29,15.01,4288.21,4170.26,4223.59,4199.73,18.34,4271.28,4125.13,4280.0,4276.87,15.09,4332.31,4216.41,4630.77,4603.12,25.54,4716.41,4490.77,4345.64,4358.07,31.88,4491.28,4236.41,0
